S0,K,r,m,T,H,sigma,trading_days,price_iter,price,price_adj,H_percent,H_log,best_beta,error_percent,q,Product
300,300,0.1,50,5,276.0,0.5,250,69.6563,35.776078759733196,67.85039767046189,8.0,0.08338160893905101,0.611,2.5925900881013115,0,0.15811388300841897
300,300,0.1,50,4,277.0,0.3,250,63.0843,43.230020543693,62.81927725603899,7.6667,0.07976496846886255,0.591,0.4201088764732461,0,0.0848528137423857
300,300,0.1,50,4,277.0,0.4,250,61.6334,36.8864220583844,60.81026106391151,7.6667,0.07976496846886255,0.6089,1.3355403662437744,0,0.1131370849898476
300,300,0.1,50,4,277.0,0.5,250,62.6888,33.254688268705394,61.18969578781936,7.6667,0.07976496846886255,0.611,2.391342970643305,0,0.1414213562373095
300,300,0.1,50,5,277.0,0.3,250,70.2452,46.22115484391705,69.84993838821984,7.6667,0.07976496846886255,0.591,0.5626884282202298,0,0.09486832980505137
300,300,0.1,50,5,277.0,0.4,250,68.0373,38.62626417480783,66.78070775504216,7.6667,0.07976496846886255,0.611,1.8469166838746447,0,0.1264911064067352
300,300,0.1,50,5,277.0,0.5,250,68.8522,34.36500937746993,66.7236097750328,7.6667,0.07976496846886255,0.611,3.09153552822887,0,0.15811388300841897
300,300,0.1,50,4,278.0,0.3,250,61.8244,41.60710364962321,61.549202886420076,7.3333,0.07616136096556403,0.591,0.4451270268371726,0,0.0848528137423857
300,300,0.1,50,4,278.0,0.4,250,60.5164,35.41808674211718,59.63821908838406,7.3333,0.07616136096556403,0.6089,1.4511453285653726,0,0.1131370849898476
300,300,0.1,50,4,278.0,0.5,250,61.594,31.89107345125403,60.09119924664978,7.3333,0.07616136096556403,0.611,2.439849260236747,0,0.1414213562373095
300,300,0.1,50,5,278.0,0.3,250,69.0697,44.463963789261285,68.4866667094299,7.3333,0.07616136096556403,0.5989,0.8441230967705086,0,0.09486832980505137
300,300,0.1,50,5,278.0,0.4,250,66.818,37.07535126222676,65.55258077811804,7.3333,0.07616136096556403,0.611,1.8938298390882038,0,0.1264911064067352
300,300,0.1,50,5,278.0,0.5,250,68.0142,32.946910038839434,65.59068171762625,7.3333,0.07616136096556403,0.611,3.5632533829314297,0,0.15811388300841897
300,300,0.1,50,4,279.0,0.3,250,60.5644,39.961701032898944,60.260359053000144,7.0,0.07257069283483537,0.591,0.5020126460426506,0,0.0848528137423857
300,300,0.1,50,4,279.0,0.4,250,59.4388,33.937457669856,58.45553317378247,7.0,0.07257069283483537,0.609,1.6542508028720808,0,0.1131370849898476
300,300,0.1,50,4,279.0,0.5,250,60.7057,30.51986287380197,58.98596637567374,7.0,0.07257069283483537,0.611,2.83290304588574,0,0.1414213562373095
300,300,0.1,50,5,279.0,0.3,250,67.7586,42.684617470031824,67.1051701191547,7.0,0.07257069283483537,0.6,0.9643497369268175,0,0.09486832980505137
300,300,0.1,50,5,279.0,0.4,250,65.8629,35.51277374180519,64.3144959900054,7.0,0.07257069283483537,0.611,2.350950246640519,0,0.1264911064067352
300,300,0.1,50,5,279.0,0.5,250,66.8368,31.52179551006401,64.45162404908895,7.0,0.07257069283483537,0.611,3.5686567144313432,0,0.15811388300841897
300,300,0.1,50,4,280.0,0.3,250,59.4415,38.29368767099723,58.95262705931245,6.6667,0.06899287148695143,0.5989,0.8224438156633831,0,0.0848528137423857
300,300,0.1,50,4,280.0,0.4,250,58.4485,32.444530578747404,57.26219290940976,6.6667,0.06899287148695143,0.611,2.0296621651372413,0,0.1131370849898476
300,300,0.1,50,4,280.0,0.5,250,59.8297,29.141073356751136,57.87400850542963,6.6667,0.06899287148695143,0.611,3.2687636651535503,0,0.1414213562373095
300,300,0.1,50,5,280.0,0.3,250,66.5548,40.883000122142846,65.70534291256273,6.6667,0.06899287148695143,0.6089,1.2763273083793696,0,0.09486832980505137
300,300,0.1,50,5,280.0,0.4,250,64.8068,33.93852819389694,63.066445843003876,6.6667,0.06899287148695143,0.611,2.6854499172866415,0,0.1264911064067352
300,300,0.1,50,5,280.0,0.5,250,65.8401,30.08968056157721,63.3064473682462,6.6667,0.06899287148695143,0.611,3.8481907405271407,0,0.15811388300841897
300,300,0.1,50,4,281.0,0.3,250,58.2157,36.602939416373545,57.62588902129592,6.3333,0.06542780532245532,0.601,1.0131476194636146,0,0.0848528137423857
300,300,0.1,50,4,281.0,0.4,250,57.437,30.939301594304965,56.058188311019336,6.3333,0.06542780532245532,0.611,2.400563554817734,0,0.1131370849898476
300,300,0.1,50,4,281.0,0.5,250,58.8096,27.754721777340706,56.75533707844555,6.3333,0.06542780532245532,0.611,3.4930741265957486,0,0.1414213562373095
300,300,0.1,50,5,281.0,0.3,250,65.2688,39.0589965244843,64.28707990435166,6.3333,0.06542780532245532,0.6089,1.5041185001843789,0,0.09486832980505137
300,300,0.1,50,5,281.0,0.4,250,63.7012,32.352611437733245,61.808423062081744,6.3333,0.06542780532245532,0.611,2.971336392278727,0,0.1264911064067352
300,300,0.1,50,5,281.0,0.5,250,65.0298,28.650579966063674,62.15516231975356,6.3333,0.06542780532245532,0.611,4.420492882103954,0,0.15811388300841897
300,300,0.1,50,4,282.0,0.3,250,56.9363,34.88933298579724,56.280027862402875,6.0,0.06187540371808753,0.601,1.1526427561979402,0,0.0848528137423857
300,300,0.1,50,4,282.0,0.4,250,56.279,29.421767221831658,54.8435098136363,6.0,0.06187540371808753,0.611,2.5506675427134473,0,0.1131370849898476
300,300,0.1,50,4,282.0,0.5,250,57.8523,26.3608250660954,55.6299636456592,6.0,0.06187540371808753,0.611,3.8413967194749334,0,0.1414213562373095
300,300,0.1,50,5,282.0,0.3,250,63.9037,37.2124919910822,62.85027642421251,6.0,0.06187540371808753,0.61,1.6484547464192072,0,0.09486832980505137
300,300,0.1,50,5,282.0,0.4,250,62.675,30.755020525825785,60.54042063992425,6.0,0.06187540371808753,0.611,3.405790761987631,0,0.1264911064067352
300,300,0.1,50,5,282.0,0.5,250,63.8766,27.204508496546737,60.997779591987964,6.0,0.06187540371808753,0.611,4.506846651218192,0,0.15811388300841897
300,300,0.1,50,4,283.0,0.3,250,55.7377,33.1527459494727,54.91492730838698,5.6667,0.05833557701296341,0.6089,1.4761511357896326,0,0.0848528137423857
300,300,0.1,50,4,283.0,0.4,250,55.2965,27.891924337935578,53.618148264419304,5.6667,0.05833557701296341,0.611,3.0351861972831875,0,0.1131370849898476
300,300,0.1,50,4,283.0,0.5,250,56.9449,24.95940020334602,54.4978998628947,5.6667,0.05833557701296341,0.611,4.297136595384835,0,0.1414213562373095
300,300,0.1,50,5,283.0,0.3,250,62.5846,35.343372363197375,61.39482831215976,5.6667,0.05833557701296341,0.611,1.90106142380113,0,0.09486832980505137
300,300,0.1,50,5,283.0,0.4,250,61.4424,29.145752738447896,59.2624318320305,5.6667,0.05833557701296341,0.611,3.547986680158162,0,0.1264911064067352
300,300,0.1,50,5,283.0,0.5,250,62.9297,25.75148092452315,59.834309914980054,5.6667,0.05833557701296341,0.611,4.9188063585555675,0,0.15811388300841897
300,300,0.1,50,4,284.0,0.3,250,54.4763,31.393056719960782,53.5304718817829,5.3333,0.05480823649499503,0.6109,1.7362194536286433,0,0.0848528137423857
300,300,0.1,50,4,284.0,0.4,250,54.1299,26.349770182140503,52.382094915564764,5.3333,0.05480823649499503,0.611,3.228908762874558,0,0.1131370849898476
300,300,0.1,50,4,284.0,0.5,250,56.008,23.550464215821762,53.35915748739562,5.3333,0.05480823649499503,0.611,4.729400286752575,0,0.1414213562373095
300,300,0.1,50,5,284.0,0.3,250,61.249,33.45152400136887,59.92063191373636,5.3333,0.05480823649499503,0.611,2.168799631444831,0,0.09486832980505137
300,300,0.1,50,5,284.0,0.4,250,60.3262,27.524805578195142,57.9744501518602,5.3333,0.05480823649499503,0.611,3.898388839575182,0,0.1264911064067352
300,300,0.1,50,5,284.0,0.5,250,62.008,24.29151201814227,58.66476405838563,5.3333,0.05480823649499503,0.611,5.39162034191455,0,0.15811388300841897
300,300,0.1,50,4,285.0,0.3,250,53.1653,29.610144540912472,52.12654689609023,5.0,0.05129329438755058,0.611,1.9538178170907896,0,0.0848528137423857
300,300,0.1,50,4,285.0,0.4,250,53.146,24.79530234859132,51.1353414172537,5.0,0.05129329438755058,0.611,3.7832735911381894,0,0.1131370849898476
300,300,0.1,50,4,285.0,0.5,250,55.1041,22.134034173313978,52.213748374414806,5.0,0.05129329438755058,0.611,5.245256932941826,0,0.1414213562373095
300,300,0.1,50,5,285.0,0.3,250,59.9742,31.536833777408447,58.427584075097585,5.0,0.05129329438755058,0.611,2.578802093070718,0,0.09486832980505137
300,300,0.1,50,5,285.0,0.4,250,59.1356,25.89217676462323,56.6764693660279,5.0,0.05129329438755058,0.611,4.158460612511067,0,0.1264911064067352
300,300,0.1,50,5,285.0,0.5,250,61.2085,22.824616540430895,57.48915282949662,5.0,0.05129329438755058,0.6889,6.076520696477422,0,0.15811388300841897
300,300,0.1,50,4,286.0,0.3,250,51.9497,27.80388947563084,50.703038449674125,4.6667,0.04779066383634844,0.611,2.399747352392555,0,0.0848528137423857
300,300,0.1,50,4,286.0,0.4,250,51.9933,23.22851877785618,49.87787981064476,4.6667,0.04779066383634844,0.611,4.068639977372548,0,0.1131370849898476
300,300,0.1,50,4,286.0,0.5,250,53.9943,20.710127185408908,51.06168447385906,4.6667,0.04779066383634844,0.611,5.4313428012603975,0,0.1414213562373095
300,300,0.1,50,5,286.0,0.3,250,58.7042,29.599189066352793,56.91558213798206,4.6667,0.04779066383634844,0.611,3.0468311671361565,0,0.09486832980505137
300,300,0.1,50,5,286.0,0.4,250,58.281,24.247864228964033,55.36848348954858,4.6667,0.04779066383634844,0.611,4.997368800211764,0,0.1264911064067352
300,300,0.1,50,5,286.0,0.5,250,60.0479,21.350809247561614,56.307487071289515,4.6667,0.04779066383634844,0.6889,6.229048690646107,0,0.15811388300841897
300,300,0.1,50,4,287.0,0.3,250,50.6999,25.974172395472564,49.25983341939397,4.3333,0.04430025889657995,0.611,2.8403736113996847,0,0.0848528137423857
300,300,0.1,50,4,287.0,0.4,250,51.0397,21.649417748825044,48.60970252091414,4.3333,0.04430025889657995,0.611,4.76099483164255,0,0.1131370849898476
300,300,0.1,50,4,287.0,0.5,250,53.1202,19.278760398290217,49.902977826989115,4.3333,0.04430025889657995,0.6889,6.056494841907376,0,0.1414213562373095
300,300,0.1,50,5,287.0,0.3,250,57.3559,27.63847773837938,55.384523934574204,4.3333,0.04430025889657995,0.611,3.437093769648448,0,0.09486832980505137
300,300,0.1,50,5,287.0,0.4,250,57.1166,22.591866108919703,54.05048678113201,4.3333,0.04430025889657995,0.611,5.368164804746764,0,0.1264911064067352
300,300,0.1,50,5,287.0,0.5,250,59.2747,19.870104887165155,55.11977766051335,4.3333,0.04430025889657995,0.6889,7.009605007678914,0,0.15811388300841897
300,300,0.1,50,4,288.0,0.3,250,49.4228,24.12087496810122,47.79681945397331,4.0,0.040821994520255166,0.611,3.2899401612751378,0,0.0848528137423857
300,300,0.1,50,4,288.0,0.4,250,49.9501,20.057997870706203,47.330802350343944,4.0,0.040821994520255166,0.611,5.243828640295124,0,0.1131370849898476
300,300,0.1,50,4,288.0,0.5,250,52.1237,17.83995099160859,48.737640563174864,4.0,0.040821994520255166,0.6889,6.4961993043953825,0,0.1414213562373095
300,300,0.1,50,5,288.0,0.3,250,55.9988,25.654588150691154,53.834307782266535,4.0,0.040821994520255166,0.611,3.8652475012562193,0,0.09486832980505137
300,300,0.1,50,5,288.0,0.4,250,56.1518,20.924180743532645,52.72247373852761,4.0,0.040821994520255166,0.6889,6.107241907601163,0,0.1264911064067352
300,300,0.1,50,5,288.0,0.5,250,58.2615,18.382518196684316,53.926035505813616,4.0,0.040821994520255166,0.6889,7.441388385445591,0,0.15811388300841897
300,300,0.1,50,4,289.0,0.3,250,48.1699,22.24387964560735,46.3138849671206,3.6667,0.03735578654376886,0.611,3.853059759059907,0,0.0848528137423857
300,300,0.1,50,4,289.0,0.4,250,48.8383,18.454258075120038,46.04117247146037,3.6667,0.03735578654376886,0.611,5.727323695828123,0,0.1131370849898476
300,300,0.1,50,4,289.0,0.5,250,51.2597,16.393716175419,47.56568489670359,3.6667,0.03735578654376886,0.6889,7.206470391548166,0,0.1414213562373095
300,300,0.1,50,5,289.0,0.3,250,54.7517,23.647409139376606,52.26483247832434,3.6667,0.03735578654376886,0.611,4.542082751176061,0,0.09486832980505137
300,300,0.1,50,5,289.0,0.4,250,54.9937,19.244806668133606,51.38443909391948,3.6667,0.03735578654376886,0.6889,6.563044323405254,0,0.1264911064067352
300,300,0.1,50,5,289.0,0.5,250,57.2956,16.888063901769783,52.72627154589432,3.6667,0.03735578654376886,0.6889,7.975007599371818,0,0.15811388300841897
300,300,0.1,50,4,290.0,0.3,250,46.9718,20.343069652504752,44.810919130414646,3.3333,0.03390155167568134,0.611,4.6003790989175535,0,0.0848528137423857
300,300,0.1,50,4,290.0,0.4,250,47.8169,16.838197608292234,44.74080642022386,3.3333,0.03390155167568134,0.6889,6.433067764276093,0,0.1131370849898476
300,300,0.1,50,4,290.0,0.5,250,50.3164,14.940073187183884,46.38712312364265,3.3333,0.03390155167568134,0.6889,7.809137530422186,0,0.1414213562373095
300,300,0.1,50,5,290.0,0.3,250,53.445,21.616830011250784,50.67599729446212,3.3333,0.03390155167568134,0.611,5.181032286533594,0,0.09486832980505137
300,300,0.1,50,5,290.0,0.4,250,54.0191,17.553742609365372,50.03637780937267,3.3333,0.03390155167568134,0.6889,7.372803676157758,0,0.1264911064067352
300,300,0.1,50,5,290.0,0.5,250,56.3867,15.386756714717336,51.5204967477153,3.3333,0.03390155167568134,0.6889,8.630055052494114,0,0.15811388300841897
300,300,0.1,50,4,291.0,0.3,250,45.6846,18.418328973616156,43.28781186596454,3.0,0.030459207484708574,0.611,5.246380911807176,0,0.0848528137423857
300,300,0.1,50,4,291.0,0.4,250,46.6575,15.209816023344771,43.42969808927154,3.0,0.030459207484708574,0.6889,6.918077288171161,0,0.1131370849898476
300,300,0.1,50,4,291.0,0.5,250,49.4459,13.479039288840909,45.20196761875506,3.0,0.030459207484708574,0.6889,8.58298136194293,0,0.1414213562373095
300,300,0.1,50,5,291.0,0.3,250,52.2125,19.562740535681314,49.067701971334486,3.0,0.030459207484708574,0.6889,6.023074989064902,0,0.09486832980505137
300,300,0.1,50,5,291.0,0.4,250,52.7766,15.850987480282015,48.678285072328876,3.0,0.030459207484708574,0.6889,7.7654015750751775,0,0.1264911064067352
300,300,0.1,50,5,291.0,0.5,250,55.2597,13.878611332945042,50.30872210472657,3.0,0.030459207484708574,0.6889,8.95947298894752,0,0.15811388300841897
300,300,0.1,50,4,292.0,0.3,250,44.4328,16.46954234185965,41.74445383885565,2.6667,0.02702867238791926,0.6889,6.050364057957978,0,0.0848528137423857
300,300,0.1,50,4,292.0,0.4,250,45.7928,13.569113172686556,42.10784172121336,2.6667,0.02702867238791926,0.6889,8.047025468603444,0,0.1131370849898476
300,300,0.1,50,4,292.0,0.5,250,48.5058,12.010631763935464,44.01023083246703,2.6667,0.02702867238791926,0.6889,9.268106427546748,0,0.1414213562373095
300,300,0.1,50,5,292.0,0.3,250,50.9316,17.485030936406105,47.439846712949404,2.6667,0.02702867238791926,0.6889,6.855769869885492,0,0.09486832980505137
300,300,0.1,50,5,292.0,0.4,250,51.8949,14.136540375524277,47.31015629115423,2.6667,0.02702867238791926,0.6889,8.834671054083872,0,0.1264911064067352
300,300,0.1,50,5,292.0,0.5,250,54.5144,12.363642437509412,49.0909586351368,2.6667,0.02702867238791926,0.6889,9.948639927914828,0,0.15811388300841897
300,300,0.1,50,4,293.0,0.3,250,43.1253,14.496595225947203,40.18073644939247,2.3333,0.023609865639133736,0.6889,6.827925952068817,0,0.0848528137423857
300,300,0.1,50,4,293.0,0.4,250,44.7251,11.91608920050433,40.77523190198443,2.3333,0.023609865639133736,0.6889,8.831434916893583,0,0.1131370849898476
300,300,0.1,50,4,293.0,0.5,250,47.7224,10.534867914816061,42.81192528788836,2.3333,0.023609865639133736,0.6889,10.289664208236893,0,0.1414213562373095
300,300,0.1,50,5,293.0,0.3,250,49.6504,15.383591883346554,45.792332181006216,2.3333,0.023609865639133736,0.6889,7.770466741443737,0,0.09486832980505137
300,300,0.1,50,5,293.0,0.4,250,50.7012,12.410400566569706,45.93198709073778,2.3333,0.023609865639133736,0.6889,9.406508937189303,0,0.1264911064067352
300,300,0.1,50,5,293.0,0.5,250,53.832,10.841864691661044,47.867217380217596,2.3333,0.023609865639133736,0.6899,11.080365990084715,0,0.15811388300841897
300,300,0.1,50,4,294.0,0.3,250,41.9173,12.499373818004983,38.59655182514949,2.0,0.020202707317519466,0.6889,7.922142348983612,0,0.0848528137423857
300,300,0.1,50,4,294.0,0.4,250,43.7341,10.25074453535126,39.43186355425222,2.0,0.020202707317519466,0.6889,9.837258445349924,0,0.1131370849898476
300,300,0.1,50,4,294.0,0.5,250,46.8192,9.05176505989192,41.60706357788375,2.0,0.020202707317519466,0.6889,11.132476467167853,0,0.1414213562373095
300,300,0.1,50,5,294.0,0.3,250,48.3817,13.258314484422101,44.1250594891674,2.0,0.020202707317519466,0.6889,8.798038330262482,0,0.09486832980505137
300,300,0.1,50,5,294.0,0.4,250,49.7105,10.672567497056662,44.5437733081404,2.0,0.020202707317519466,0.6889,10.393632515986766,0,0.1264911064067352
300,300,0.1,50,5,294.0,0.5,250,52.7082,9.313292739437316,46.637509402641314,2.0,0.020202707317519466,0.6909,11.517544893126088,0,0.15811388300841897
300,300,0.1,50,4,295.0,0.3,250,40.6833,10.477765021128064,36.991792812840814,1.6667,0.01680711831638129,0.6889,9.07376537094874,0,0.0848528137423857
300,300,0.1,50,4,295.0,0.4,250,42.6888,8.573079882837249,38.07773193088239,1.6667,0.01680711831638129,0.6889,10.801587463497702,0,0.1131370849898476
300,300,0.1,50,4,295.0,0.5,250,45.8854,7.561340530952236,40.39565836219535,1.6667,0.01680711831638129,0.691,11.964026984192465,0,0.1414213562373095
300,300,0.1,50,5,295.0,0.3,250,47.033,11.109090277369106,42.43793019726591,1.6667,0.01680711831638129,0.6889,9.76988455495947,0,0.09486832980505137
300,300,0.1,50,5,295.0,0.4,250,48.6713,8.923040778182894,43.14551098829557,1.6667,0.01680711831638129,0.69,11.353280088480137,0,0.1264911064067352
300,300,0.1,50,5,295.0,0.5,250,52.0212,7.777941204293683,45.40184578485379,1.6667,0.01680711831638129,0.6999,12.72433972139476,0,0.15811388300841897
300,300,0.1,50,4,296.0,0.3,250,39.4812,8.431656436877745,35.36635297001713,1.3333,0.013423020332140661,0.6889,10.422294737705208,0,0.0848528137423857
300,300,0.1,50,4,296.0,0.4,250,41.6379,6.883096218417961,36.71283260846205,1.3333,0.013423020332140661,0.691,11.828328017354263,0,0.1131370849898476
300,300,0.1,50,4,296.0,0.5,250,44.942,6.063611670545356,39.17772236461566,1.3333,0.013423020332140661,0.6989,12.82603719323648,0,0.1414213562373095
300,300,0.1,50,5,296.0,0.3,250,45.7749,8.935811221570816,40.73084630545475,1.3333,0.013423020332140661,0.6899,11.01925661125476,0,0.09486832980505137
300,300,0.1,50,5,296.0,0.4,250,47.5932,7.1618201841770315,41.7371963797613,1.3333,0.013423020332140661,0.6989,12.304286369142444,0,0.1264911064067352
300,300,0.1,50,5,296.0,0.5,250,50.9273,6.235824687770219,44.16023762747838,1.3333,0.013423020332140661,0.701,13.287691223610167,0,0.15811388300841897
300,300,0.1,50,4,297.0,0.3,250,38.2461,6.360936352733077,33.720126556603105,1.0,0.01005033585350145,0.691,11.833816894786379,0,0.0848528137423857
300,300,0.1,50,4,297.0,0.4,250,40.6488,5.1807947802842875,35.33716148088256,1.0,0.01005033585350145,0.6999,13.067147170685098,0,0.1131370849898476
300,300,0.1,50,4,297.0,0.5,250,44.1305,4.55859582941784,37.95326837021008,1.0,0.01005033585350145,0.7089,13.997647046350972,0,0.1414213562373095
300,300,0.1,50,5,297.0,0.3,250,44.5015,6.7383696899006225,39.00371024830305,1.0,0.01005033585350145,0.6989,12.354167279073625,0,0.09486832980505137
300,300,0.1,50,5,297.0,0.4,250,46.6563,5.388905647843387,40.31882593052235,1.0,0.01005033585350145,0.701,13.583319014747527,0,0.1264911064067352
300,300,0.1,50,5,297.0,0.5,250,50.0973,4.6869577681949295,42.912696047755176,1.0,0.01005033585350145,0.7089,14.341299735204935,0,0.15811388300841897
300,300,0.1,50,4,298.0,0.3,250,37.0933,4.265493729504797,32.05300852628284,0.6667,0.006688988150796652,0.701,13.588145227621057,0,0.0848528137423857
300,300,0.1,50,4,298.0,0.4,250,39.6022,3.4661770623510506,33.950714752982506,0.6667,0.006688988150796652,0.7089,14.27063457842619,0,0.1131370849898476
300,300,0.1,50,4,298.0,0.5,250,43.116,3.04631036401193,36.72230922258922,0.6667,0.006688988150796652,0.7089,14.829044385867851,0,0.1414213562373095
300,300,0.1,50,5,298.0,0.3,250,43.3247,4.516658460583756,37.256424888844364,0.6667,0.006688988150796652,0.7089,14.006502321206229,0,0.09486832980505137
300,300,0.1,50,5,298.0,0.4,250,45.5856,3.604297256178029,38.89039628384474,0.6667,0.006688988150796652,0.7099,14.687102322126421,0,0.1264911064067352
300,300,0.1,50,5,298.0,0.5,250,49.0772,3.1313549994218306,41.65923217801051,0.6667,0.006688988150796652,0.711,15.114896167649103,0,0.15811388300841897
